f 0.300000 0.500000 1.000000 
0 19 1 sand_white
0 19 2 sand_white
0 19 3 sand_white
0 19 4 sand_white
0 19 5 sand_white
0 19 6 sand_white
0 19 7 sand_white
0 19 8 sand_white
0 19 9 sand_white
0 19 10 sand_white
0 19 11 sand_white
0 20 0 sand_white
0 20 1 sand_white
0 20 2 sand_white
0 20 3 sand_white
0 20 4 sand_white
0 20 5 sand_white
0 20 6 sand_white
0 20 7 sand_white
0 20 8 sand_white
0 20 9 sand_white
0 20 10 sand_white
0 21 0 sand_white
0 21 1 sand_white
0 21 2 sand_white
0 21 3 sand_white
0 21 4 sand_white
0 21 5 sand_white
0 21 6 sand_white
0 21 7 sand_white
0 21 8 sand_white
0 21 9 sand_white
0 21 10 sand_white
0 22 0 sand_white
0 22 1 sand_white
0 22 2 sand_white
0 22 3 sand_white
0 22 4 sand_white
0 22 5 sand_white
0 22 6 sand_white
0 22 7 sand_white
0 22 8 sand_white
0 22 9 sand_white
0 23 0 sand_white
0 23 1 sand_white
0 23 2 sand_white
0 23 3 sand_white
0 23 4 sand_white
0 23 5 sand_white
0 23 6 sand_white
0 23 7 sand_white
0 23 8 sand_white
0 23 9 sand_white
0 24 0 sand_white
0 24 1 sand_white
0 24 2 sand_white
0 24 3 sand_white
0 24 4 sand_white
0 24 5 sand_white
0 24 6 sand_white
0 24 7 sand_white
0 24 8 sand_white
0 24 9 sand_white
0 25 0 sand_white
0 25 1 sand_white
0 25 2 sand_white
0 25 3 sand_white
0 25 4 sand_white
0 25 5 sand_white
0 25 6 sand_white
0 25 7 sand_white
0 25 8 sand_white
0 25 9 water_2
0 26 0 sand_white
0 26 1 sand_white
0 26 2 sand_white
0 26 3 sand_white
0 26 4 sand_white
0 26 5 sand_white
0 26 6 sand_white
0 26 7 sand_white
0 26 8 sand_white
0 26 9 water_2
0 27 0 sand_white
0 27 1 sand_white
0 27 2 sand_white
0 27 3 sand_white
0 27 4 sand_white
0 27 5 sand_white
0 27 6 sand_white
0 27 7 sand_white
0 27 8 water_3
0 27 9 water_3
0 28 0 sand_white
0 28 1 sand_white
0 28 2 sand_white
0 28 3 sand_white
0 28 4 sand_white
0 28 5 sand_white
0 28 6 sand_white
0 28 7 sand_white
0 28 8 water_4
0 28 9 water_1
0 29 0 sand_white
0 29 1 sand_white
0 29 2 sand_white
0 29 3 sand_white
0 29 4 sand_white
0 29 5 sand_white
0 29 6 sand_white
0 29 7 sand_white
0 29 8 water_4
0 29 9 water_2
0 30 0 sand_white
0 30 1 sand_white
0 30 2 sand_white
0 30 3 sand_white
0 30 4 sand_white
0 30 5 sand_white
0 30 6 sand_white
0 30 7 water_2
0 30 8 water_1
0 30 9 water_2
0 31 0 sand_white
0 31 1 sand_white
0 31 2 sand_white
0 31 3 sand_white
0 31 4 sand_white
0 31 5 sand_white
0 31 6 sand_white
0 31 7 water_1
0 31 8 water_1
0 31 9 water_1
0 32 0 sand_white
0 32 1 sand_white
0 32 2 sand_white
0 32 3 sand_white
0 32 4 sand_white
0 32 5 sand_white
0 32 6 sand_white
0 32 7 water_4
0 32 8 water_1
0 32 9 water_2
0 33 0 sand_white
0 33 1 sand_white
0 33 2 sand_white
0 33 3 sand_white
0 33 4 sand_white
0 33 5 sand_white
0 33 6 water_3
0 33 7 water_1
0 33 8 water_2
0 33 9 water_1
0 34 0 sand_white
0 34 1 sand_white
0 34 2 sand_white
0 34 3 sand_white
0 34 4 sand_white
0 34 5 sand_white
0 34 6 water_3
0 34 7 water_3
0 34 8 water_1
0 34 9 water_2
0 35 0 sand_white
0 35 1 sand_white
0 35 2 sand_white
0 35 3 sand_white
0 35 4 sand_white
0 35 5 sand_white
0 35 6 water_3
0 35 7 water_2
0 35 8 water_1
0 35 9 water_2
0 36 0 sand_white
0 36 1 sand_white
0 36 2 sand_white
0 36 3 sand_white
0 36 4 sand_white
0 36 5 sand_white
0 36 6 water_3
0 36 7 water_3
0 36 8 water_4
0 36 9 water_4
0 37 0 sand_white
0 37 1 sand_white
0 37 2 sand_white
0 37 3 sand_white
0 37 4 sand_white
0 37 5 water_1
0 37 6 water_4
0 37 7 water_3
0 37 8 water_4
0 37 9 water_3
0 38 0 sand_white
0 38 1 sand_white
0 38 2 sand_white
0 38 3 sand_white
0 38 4 sand_white
0 38 5 water_3
0 38 6 water_1
0 38 7 water_4
0 38 8 water_4
0 38 9 water_1
0 39 0 sand_white
0 39 1 sand_white
0 39 2 sand_white
0 39 3 sand_white
0 39 4 sand_white
0 39 5 water_3
0 39 6 water_2
0 39 7 water_1
0 39 8 water_2
0 39 9 water_2
0 40 0 sand_white
0 40 1 sand_white
0 40 2 sand_white
0 40 3 sand_white
0 40 4 sand_white
0 40 5 water_2
0 40 6 water_2
0 40 7 water_3
0 40 8 water_1
0 40 9 water_3
0 41 0 sand_white
0 41 1 sand_white
0 41 2 sand_white
0 41 3 sand_white
0 41 4 sand_white
0 41 5 water_3
0 41 6 water_3
0 41 7 water_1
0 41 8 water_4
0 41 9 water_3
0 42 0 sand_white
0 42 1 sand_white
0 42 2 sand_white
0 42 3 sand_white
0 42 4 sand_white
0 42 5 water_1
0 42 6 water_4
0 42 7 water_4
0 42 8 water_2
0 42 9 water_3
0 43 0 sand_white
0 43 1 sand_white
0 43 2 sand_white
0 43 3 sand_white
0 43 4 sand_white
0 43 5 water_4
0 43 6 water_2
0 43 7 water_4
0 43 8 water_1
0 43 9 water_4
0 44 0 sand_white
0 44 1 sand_white
0 44 2 sand_white
0 44 3 sand_white
0 44 4 sand_white
0 44 5 water_2
0 44 6 water_4
0 44 7 water_3
0 44 8 water_2
0 44 9 water_3
0 45 0 sand_white
0 45 1 sand_white
0 45 2 sand_white
0 45 3 sand_white
0 45 4 sand_white
0 45 5 water_3
0 45 6 water_2
0 45 7 water_2
0 45 8 water_3
0 45 9 water_3
0 46 0 sand_white
0 46 1 sand_white
0 46 2 sand_white
0 46 3 sand_white
0 46 4 sand_white
0 46 5 water_3
0 46 6 water_1
0 46 7 water_1
0 46 8 water_3
0 46 9 water_1
0 47 0 sand_white
0 47 1 sand_white
0 47 2 sand_white
0 47 3 sand_white
0 47 4 sand_white
0 47 5 water_1
0 47 6 water_3
0 47 7 water_1
0 47 8 water_2
0 47 9 water_3
0 48 0 sand_white
0 48 1 sand_white
0 48 2 sand_white
0 48 3 sand_white
0 48 4 sand_white
0 48 5 water_2
0 48 6 water_4
0 48 7 water_3
0 48 8 water_1
0 48 9 water_3
0 49 0 sand_white
0 49 1 sand_white
0 49 2 sand_white
0 49 3 sand_white
0 49 4 sand_white
0 49 5 water_4
0 49 6 water_4
0 49 7 water_2
0 49 8 water_2
0 49 9 water_3
0 50 0 sand_white
0 50 1 sand_white
0 50 2 sand_white
0 50 3 sand_white
0 50 4 sand_white
0 50 5 water_3
0 50 6 water_3
0 50 7 water_1
0 50 8 water_1
0 50 9 water_2
0 51 0 sand_white
0 51 1 sand_white
0 51 2 sand_white
0 51 3 sand_white
0 51 4 sand_white
0 51 5 water_1
0 51 6 water_1
0 51 7 water_3
0 51 8 water_2
0 51 9 water_3
0 52 0 sand_white
0 52 1 sand_white
0 52 2 sand_white
0 52 3 sand_white
0 52 4 sand_white
0 52 5 sand_white
0 52 6 water_2
0 52 7 water_4
0 52 8 water_4
0 52 9 water_2
0 53 0 sand_white
0 53 1 sand_white
0 53 2 sand_white
0 53 3 sand_white
0 53 4 sand_white
0 53 5 sand_white
0 53 6 water_1
0 53 7 water_2
0 53 8 water_4
0 53 9 water_4
0 54 0 sand_white
0 54 1 sand_white
0 54 2 sand_white
0 54 3 sand_white
0 54 4 sand_white
0 54 5 sand_white
0 54 6 water_2
0 54 7 water_4
0 54 8 water_4
0 54 9 water_1
0 55 0 sand_white
0 55 1 sand_white
0 55 2 sand_white
0 55 3 sand_white
0 55 4 sand_white
0 55 5 sand_white
0 55 6 sand_white
0 55 7 water_2
0 55 8 water_2
0 55 9 water_4
0 56 0 sand_white
0 56 1 sand_white
0 56 2 sand_white
0 56 3 sand_white
0 56 4 sand_white
0 56 5 sand_white
0 56 6 sand_white
0 56 7 water_2
0 56 8 water_3
0 56 9 water_2
0 57 0 sand_white
0 57 1 sand_white
0 57 2 sand_white
0 57 3 sand_white
0 57 4 sand_white
0 57 5 sand_white
0 57 6 sand_white
0 57 7 sand_white
0 57 8 water_3
0 57 9 water_3
0 58 0 sand_white
0 58 1 sand_white
0 58 2 sand_white
0 58 3 sand_white
0 58 4 sand_white
0 58 5 sand_white
0 58 6 sand_white
0 58 7 sand_white
0 58 8 water_1
0 58 9 water_4
0 59 0 sand_white
0 59 1 sand_white
0 59 2 sand_white
0 59 3 sand_white
0 59 4 sand_white
0 59 5 sand_white
0 59 6 sand_white
0 59 7 sand_white
0 59 8 sand_white
0 59 9 water_4
0 60 0 sand_white
0 60 1 sand_white
0 60 2 sand_white
0 60 3 sand_white
0 60 4 sand_white
0 60 5 sand_white
0 60 6 sand_white
0 60 7 sand_white
0 60 8 sand_white
0 60 9 water_4
0 61 0 sand_white
0 61 1 sand_white
0 61 2 sand_white
0 61 3 sand_white
0 61 4 sand_white
0 61 5 sand_white
0 61 6 sand_white
0 61 7 sand_white
0 61 8 sand_white
0 61 9 sand_white
0 62 0 sand_white
0 62 1 sand_white
0 62 2 sand_white
0 62 3 sand_white
0 62 4 sand_white
0 62 5 sand_white
0 62 6 sand_white
0 62 7 sand_white
0 62 8 sand_white
0 62 9 sand_white
0 63 0 sand_white
0 63 1 sand_white
0 63 2 sand_white
0 63 3 sand_white
0 63 4 sand_white
0 63 5 sand_white
0 63 6 sand_white
0 63 7 sand_white
0 63 8 sand_white
0 63 9 sand_white
0 63 10 sand_white
0 64 0 sand_white
0 64 1 sand_white
0 64 2 sand_white
0 64 3 sand_white
0 64 4 sand_white
0 64 5 sand_white
0 64 6 sand_white
0 64 7 sand_white
0 64 8 sand_white
0 64 9 sand_white
0 64 10 sand_white
0 65 0 sand_white
0 65 1 sand_white
0 65 2 sand_white
0 65 3 sand_white
0 65 4 sand_white
0 65 5 sand_white
0 65 6 sand_white
0 65 7 sand_white
0 65 8 sand_white
0 65 9 sand_white
0 65 10 sand_white
0 65 11 sand_white
0 66 0 sand_white
0 66 1 sand_white
0 66 2 sand_white
0 66 3 sand_white
0 66 4 sand_white
0 66 5 sand_white
0 66 6 sand_white
0 66 7 sand_white
0 66 8 sand_white
0 66 9 sand_white
0 66 10 sand_white
0 66 11 sand_white
0 67 0 sand_white
0 67 1 sand_white
0 67 2 sand_white
0 67 3 sand_white
0 67 4 sand_white
0 67 5 sand_white
0 67 6 sand_white
0 67 7 sand_white
0 67 8 sand_white
0 67 9 sand_white
0 67 10 sand_white
0 67 11 sand_white
0 67 12 sand_white
0 68 0 sand_white
0 68 1 sand_white
0 68 2 sand_white
0 68 3 sand_white
0 68 4 sand_white
0 68 5 sand_white
0 68 6 sand_white
0 68 7 sand_white
0 68 8 sand_white
0 68 9 sand_white
0 68 10 sand_white
0 68 11 sand_white
0 68 12 sand_white
0 69 0 sand_white
0 69 1 sand_white
0 69 2 sand_white
0 69 3 sand_white
0 69 4 sand_white
0 69 5 sand_white
0 69 6 sand_white
0 69 7 sand_white
0 69 8 sand_white
0 69 9 sand_white
0 69 10 sand_white
0 69 11 sand_white
0 69 12 sand_white
0 70 0 sand_white
0 70 1 sand_white
0 70 2 sand_white
0 70 3 sand_white
0 70 4 sand_white
0 70 5 sand_white
0 70 6 sand_white
0 70 7 sand_white
0 70 8 sand_white
0 70 9 sand_white
0 70 10 sand_white
0 70 11 sand_white
0 70 12 sand_white
0 70 13 sand_white
0 71 0 sand_white
0 71 1 sand_white
0 71 2 sand_white
0 71 3 sand_white
0 71 4 sand_white
0 71 5 sand_white
0 71 6 sand_white
0 71 7 sand_white
0 71 8 sand_white
0 71 9 sand_white
0 71 10 sand_white
0 71 11 sand_white
0 71 12 sand_white
0 71 13 sand_white
0 72 0 sand_white
0 72 1 sand_white
0 72 2 sand_white
0 72 3 sand_white
0 72 4 sand_white
0 72 5 sand_white
0 72 6 sand_white
0 72 7 sand_white
0 72 8 sand_white
0 72 9 sand_white
0 72 10 sand_white
0 72 11 sand_white
0 72 12 sand_white
0 72 13 sand_white
0 73 0 sand_white
0 73 1 sand_white
0 73 2 sand_white
0 73 3 sand_white
0 73 4 sand_white
0 73 5 sand_white
0 73 6 sand_white
0 73 7 sand_white
0 73 8 sand_white
0 73 9 sand_white
0 73 10 sand_white
0 73 11 sand_white
0 73 12 sand_white
0 73 13 sand_white
0 74 0 sand_white
0 74 1 sand_white
0 74 2 sand_white
0 74 3 sand_white
0 74 4 sand_white
0 74 5 sand_white
0 74 6 sand_white
0 74 7 sand_white
0 74 8 sand_white
0 74 9 sand_white
0 74 10 sand_white
0 74 11 sand_white
0 74 12 sand_white
0 74 13 sand_white
0 75 0 sand_white
0 75 1 sand_white
0 75 2 sand_white
0 75 3 sand_white
0 75 4 sand_white
0 75 5 sand_white
0 75 6 sand_white
0 75 7 sand_white
0 75 8 sand_white
0 75 9 sand_white
0 75 10 sand_white
0 75 11 sand_white
0 75 12 sand_white
0 75 13 sand_white
0 76 0 sand_white
0 76 1 sand_white
0 76 2 sand_white
0 76 3 sand_white
0 76 4 sand_white
0 76 5 sand_white
0 76 6 sand_white
0 76 7 sand_white
0 76 8 sand_white
0 76 9 sand_white
0 76 10 sand_white
0 76 11 sand_white
0 76 12 sand_white
0 76 13 sand_white
0 77 0 sand_white
0 77 1 sand_white
0 77 2 sand_white
0 77 3 sand_white
0 77 4 sand_white
0 77 5 sand_white
0 77 6 sand_white
0 77 7 sand_white
0 77 8 sand_white
0 77 9 sand_white
0 77 10 sand_white
0 77 11 sand_white
0 77 12 sand_white
0 77 13 sand_white
0 78 0 sand_white
0 78 1 sand_white
0 78 2 sand_white
0 78 3 sand_white
0 78 4 sand_white
0 78 5 sand_white
0 78 6 sand_white
0 78 7 sand_white
0 78 8 sand_white
0 78 9 sand_white
0 78 10 sand_white
0 78 11 sand_white
0 78 12 sand_white
0 78 13 sand_white
0 79 0 sand_white
0 79 1 sand_white
0 79 2 sand_white
0 79 3 sand_white
0 79 4 sand_white
0 79 5 sand_white
0 79 6 sand_white
0 79 7 sand_white
0 79 8 sand_white
0 79 9 sand_white
0 79 10 sand_white
0 79 11 sand_white
0 79 12 sand_white
0 80 0 sand_white
0 80 1 sand_white
0 80 2 sand_white
0 80 3 sand_white
0 80 4 sand_white
0 80 5 sand_white
0 80 6 sand_white
0 80 7 sand_white
0 80 8 sand_white
0 80 9 sand_white
0 80 10 sand_white
0 80 11 sand_white
0 80 12 sand_white
0 81 0 sand_white
0 81 1 sand_white
0 81 2 sand_white
0 81 3 sand_white
0 81 4 sand_white
0 81 5 sand_white
0 81 6 sand_white
0 81 7 sand_white
0 81 8 sand_white
0 81 9 sand_white
0 81 10 sand_white
0 81 11 sand_white
0 81 12 sand_white
0 82 0 sand_white
0 82 1 sand_white
0 82 2 sand_white
0 82 3 sand_white
0 82 4 sand_white
0 82 5 sand_white
0 82 6 sand_white
0 82 7 sand_white
0 82 8 sand_white
0 82 9 sand_white
0 82 10 sand_white
0 82 11 sand_white
0 82 12 sand_white
0 83 0 sand_white
0 83 1 sand_white
0 83 2 sand_white
0 83 3 sand_white
0 83 4 sand_white
0 83 5 sand_white
0 83 6 sand_white
0 83 7 sand_white
0 83 8 sand_white
0 83 9 sand_white
0 83 10 sand_white
0 83 11 sand_white
0 84 0 sand_white
0 84 1 sand_white
0 84 2 sand_white
0 84 3 sand_white
0 84 4 sand_white
0 84 5 sand_white
0 84 6 sand_white
0 84 7 sand_white
0 84 8 sand_white
0 84 9 sand_white
0 84 10 sand_white
0 84 11 sand_white
0 85 0 sand_white
0 85 1 sand_white
0 85 2 sand_white
0 85 3 sand_white
0 85 4 sand_white
0 85 5 sand_white
0 85 6 sand_white
0 85 7 sand_white
0 85 8 sand_white
0 85 9 sand_white
0 85 10 sand_white
0 85 11 sand_white
0 86 0 sand_white
0 86 1 sand_white
0 86 2 sand_white
0 86 3 sand_white
0 86 4 sand_white
0 86 5 sand_white
0 86 6 sand_white
0 86 7 sand_white
0 86 8 sand_white
0 86 9 sand_white
0 86 10 sand_white
0 86 11 sand_white
0 87 0 sand_white
0 87 1 sand_white
0 87 2 sand_white
0 87 3 sand_white
0 87 4 sand_white
0 87 5 sand_white
0 87 6 sand_white
0 87 7 sand_white
0 87 8 sand_white
0 87 9 sand_white
0 87 10 sand_white
0 87 11 sand_white
0 88 0 sand_white
0 88 1 sand_white
0 88 2 sand_white
0 88 3 sand_white
0 88 4 sand_white
0 88 5 sand_white
0 88 6 sand_white
0 88 7 sand_white
0 88 8 sand_white
0 88 9 sand_white
0 88 10 sand_white
0 88 11 sand_white
0 89 0 sand_white
0 89 1 sand_white
0 89 2 sand_white
0 89 3 sand_white
0 89 4 sand_white
0 89 5 sand_white
0 89 6 sand_white
0 89 7 sand_white
0 89 8 sand_white
0 89 9 sand_white
0 89 10 sand_white
0 89 11 sand_white
0 90 0 sand_white
0 90 1 sand_white
0 90 2 sand_white
0 90 3 sand_white
0 90 4 sand_white
0 90 5 sand_white
0 90 6 sand_white
0 90 7 sand_white
0 90 8 sand_white
0 90 9 sand_white
0 90 10 sand_white
0 90 11 sand_white
0 91 0 sand_white
0 91 1 sand_white
0 91 2 sand_white
0 91 3 sand_white
0 91 4 sand_white
0 91 5 sand_white
0 91 6 sand_white
0 91 7 sand_white
0 91 8 sand_white
0 91 9 sand_white
0 91 10 sand_white
0 91 11 sand_white
0 92 0 sand_white
0 92 1 sand_white
0 92 2 sand_white
0 92 3 sand_white
0 92 4 sand_white
0 92 5 sand_white
0 92 6 sand_white
0 92 7 sand_white
0 92 8 sand_white
0 92 9 sand_white
0 92 10 sand_white
0 92 11 sand_white
0 93 0 sand_white
0 93 1 sand_white
0 93 2 sand_white
0 93 3 sand_white
0 93 4 sand_white
0 93 5 sand_white
0 93 6 sand_white
0 93 7 sand_white
0 93 8 sand_white
0 93 9 sand_white
0 93 10 sand_white
0 93 11 sand_white
0 94 0 sand_white
0 94 1 sand_white
0 94 2 sand_white
0 94 3 sand_white
0 94 4 sand_white
0 94 5 sand_white
0 94 6 sand_white
0 94 7 sand_white
0 94 8 sand_white
0 94 9 sand_white
0 94 10 sand_white
0 94 11 sand_white
0 95 0 sand_white
0 95 1 sand_white
0 95 2 sand_white
0 95 3 sand_white
0 95 4 sand_white
0 95 5 sand_white
0 95 6 sand_white
0 95 7 sand_white
0 95 8 sand_white
0 95 9 sand_white
0 95 10 sand_white
0 95 11 sand_white
0 96 0 sand_white
0 96 1 sand_white
0 96 2 sand_white
0 96 3 sand_white
0 96 4 sand_white
0 96 5 sand_white
0 96 6 sand_white
0 96 7 sand_white
0 96 8 sand_white
0 96 9 sand_white
0 96 10 sand_white
0 96 11 sand_white
0 97 0 sand_white
0 97 1 sand_white
0 97 2 sand_white
0 97 3 sand_white
0 97 4 sand_white
0 97 5 sand_white
0 97 6 sand_white
0 97 7 sand_white
0 97 8 sand_white
0 97 9 sand_white
0 97 10 sand_white
0 97 11 sand_white
0 97 12 sand_white
0 98 0 sand_white
0 98 1 sand_white
0 98 2 sand_white
0 98 3 sand_white
0 98 4 sand_white
0 98 5 sand_white
0 98 6 sand_white
0 98 7 sand_white
0 98 8 sand_white
0 98 9 sand_white
0 98 10 sand_white
0 98 11 sand_white
0 98 12 sand_white
0 99 0 sand_white
0 99 1 sand_white
0 99 2 sand_white
0 99 3 sand_white
0 99 4 sand_white
0 99 5 sand_white
0 99 6 sand_white
0 99 7 sand_white
0 99 8 sand_white
0 99 9 sand_white
0 99 10 sand_white
0 99 11 sand_white
0 99 12 sand_white
1 0 0 sand_white
1 0 1 sand_white
1 0 2 sand_white
1 0 3 sand_white
1 0 4 sand_white
1 0 5 sand_white
1 0 6 sand_white
1 0 7 sand_white
1 0 8 sand_white
1 0 9 sand_white
1 0 10 sand_white
1 0 11 sand_white
1 0 12 sand_white
1 0 13 sand_white
1 1 0 sand_white
1 1 1 sand_white
1 1 2 sand_white
1 1 3 sand_white
1 1 4 sand_white
1 1 5 sand_white
1 1 6 sand_white
1 1 7 sand_white
1 1 8 sand_white
1 1 9 sand_white
1 1 10 sand_white
1 1 11 sand_white
1 1 12 sand_white
1 1 13 sand_white
1 2 0 sand_white
1 2 1 sand_white
1 2 2 sand_white
1 2 3 sand_white
1 2 4 sand_white
1 2 5 sand_white
1 2 6 sand_white
1 2 7 sand_white
1 2 8 sand_white
1 2 9 sand_white
1 2 10 sand_white
1 2 11 sand_white
1 2 12 sand_white
1 2 13 sand_white
1 3 0 sand_white
1 3 1 sand_white
1 3 2 sand_white
1 3 3 sand_white
1 3 4 sand_white
1 3 5 sand_white
1 3 6 sand_white
1 3 7 sand_white
1 3 8 sand_white
1 3 9 sand_white
1 3 10 sand_white
1 3 11 sand_white
1 3 12 sand_white
1 3 13 sand_white
1 4 0 sand_white
1 4 1 sand_white
1 4 2 sand_white
1 4 3 sand_white
1 4 4 sand_white
1 4 5 sand_white
1 4 6 sand_white
1 4 7 sand_white
1 4 8 sand_white
1 4 9 sand_white
1 4 10 sand_white
1 4 11 sand_white
1 4 12 sand_white
1 4 13 sand_white
1 5 0 sand_white
1 5 1 sand_white
1 5 2 sand_white
1 5 3 sand_white
1 5 4 sand_white
1 5 5 sand_white
1 5 6 sand_white
1 5 7 sand_white
1 5 8 sand_white
1 5 9 sand_white
1 5 10 sand_white
1 5 11 sand_white
1 5 12 sand_white
1 5 13 sand_white
1 6 0 sand_white
1 6 1 sand_white
1 6 2 sand_white
1 6 3 sand_white
1 6 4 sand_white
1 6 5 sand_white
1 6 6 sand_white
1 6 7 sand_white
1 6 8 sand_white
1 6 9 sand_white
1 6 10 sand_white
1 6 11 sand_white
1 6 12 sand_white
1 6 13 sand_white
1 7 0 sand_white
1 7 1 sand_white
1 7 2 sand_white
1 7 3 sand_white
1 7 4 sand_white
1 7 5 sand_white
